bufferSize;packetLength;trafficPattern;packetInjectionRate;Average latency;Average latency (cycles);Minimum latency;Minimum latency (cycles);Maximum latency;Maximum latency (cycles);Average hop count;Minimum hop count;Maximum hop count;Total sent flits;Total received flits;Total sent packets;Total received packets;Total injected packets;Simulated time;Simulated clock cycles;Delta cycles;Total flits at wrong Dest;Total modified flits (Router);Total modified flits (NI);Total dropped flits;Total ARQ sent;Total ACK sent;Total Retransmissions;Single Retransmissions ARQ;Multi Retransmissions ARQ;Number Flits in FlitBuffer;Acceptance Rate;Information Gain;Residual Error Probability;Residual Error Prob (Flits);
2;112;TrafficPattern::Transpose1;0.001;10948 ns;1094;6820 ns;682;19380 ns;1938;4;2;8;8960;8960;80;80;80;300 us;30000;70958;0;0;0;0;0;0;0;0;0;0;0.112;1;0;0;
2;128;TrafficPattern::Transpose1;0.001;11942 ns;1194;7780 ns;778;20720 ns;2072;4;2;8;10240;9472;80;74;80;300 us;30000;78331;0;0;0;0;0;0;0;0;0;723;0.128;1;0.075;0.00439453;
2;144;TrafficPattern::Transpose1;0.001;11946 ns;1194;8740 ns;874;22 us;2200;4;2;8;11520;8496;80;59;80;300 us;30000;77692;0;0;0;0;0;0;0;0;0;992;0.144;1;0.2625;0.176389;
2;160;TrafficPattern::Transpose1;0.001;13704 ns;1370;9700 ns;970;23280 ns;2328;4;2;8;12800;10880;80;68;80;300 us;30000;79781;0;0;0;0;0;0;0;0;0;746;0.16;1;0.15;0.0917187;
2;176;TrafficPattern::Transpose1;0.001;23681 ns;2368;10660 ns;1066;110920 ns;11092;3;2;8;14080;9856;80;56;80;300 us;30000;75001;0;0;0;0;0;0;0;0;0;975;0.176;1;0.3;0.230753;
2;192;TrafficPattern::Transpose1;0.001;24624 ns;2462;11620 ns;1162;111880 ns;11188;3;2;8;15360;10752;80;56;80;300 us;30000;75014;0;0;0;0;0;0;0;0;0;926;0.192;1;0.3;0.239714;
2;208;TrafficPattern::Transpose1;0.001;33531 ns;3353;12580 ns;1258;112840 ns;11284;4;2;8;16640;13936;80;67;80;300 us;30000;78674;0;0;0;0;0;0;0;0;0;996;0.208;1;0.1625;0.102644;
2;224;TrafficPattern::Transpose1;0.001;27252 ns;2725;13540 ns;1354;123800 ns;12380;4;2;8;17920;13440;80;60;80;300 us;30000;77539;0;0;0;0;0;0;0;0;0;929;0.224;1;0.25;0.198158;
2;240;TrafficPattern::Transpose1;0.001;36865 ns;3686;14500 ns;1450;124760 ns;12476;4;2;8;19200;16800;80;70;80;300 us;30000;82531;0;0;0;0;0;0;0;0;0;1029;0.24;1;0.125;0.0714063;
2;256;TrafficPattern::Transpose1;0.001;46591 ns;4659;16660 ns;1666;145140 ns;14514;4;2;8;20480;17152;80;67;80;300 us;30000;78990;0;0;0;0;0;0;0;0;0;1239;0.256;1;0.1625;0.102002;
3;16;TrafficPattern::Transpose1;0.001;4948 ns;494;1060 ns;106;11700 ns;1170;4;2;8;1280;1280;80;80;80;300 us;30000;13718;0;0;0;0;0;0;0;0;0;0;0.016;1;0;0;
3;20;TrafficPattern::Transpose1;0.001;5199 ns;519;1300 ns;130;12020 ns;1202;4;2;8;1600;1600;80;80;80;300 us;30000;16292;0;0;0;0;0;0;0;0;0;0;0.02;1;0;0;
3;24;TrafficPattern::Transpose1;0.001;5448 ns;544;1540 ns;154;12340 ns;1234;4;2;8;1920;1920;80;80;80;300 us;30000;18592;0;0;0;0;0;0;0;0;0;0;0.024;1;0;0;
3;28;TrafficPattern::Transpose1;0.001;5700 ns;570;1780 ns;178;12660 ns;1266;4;2;8;2240;2240;80;80;80;300 us;30000;20900;0;0;0;0;0;0;0;0;0;0;0.028;1;0;0;
3;32;TrafficPattern::Transpose1;0.001;5949 ns;594;2020 ns;202;12980 ns;1298;4;2;8;2560;2560;80;80;80;300 us;30000;23368;0;0;0;0;0;0;0;0;0;0;0.032;1;0;0;
3;40;TrafficPattern::Transpose1;0.001;6448 ns;644;2500 ns;250;13620 ns;1362;4;2;8;3200;3200;80;80;80;300 us;30000;28082;0;0;0;0;0;0;0;0;0;0;0.04;1;0;0;
3;48;TrafficPattern::Transpose1;0.001;6948 ns;694;2980 ns;298;14260 ns;1426;4;2;8;3840;3840;80;80;80;300 us;30000;33022;0;0;0;0;0;0;0;0;0;0;0.048;1;0;0;
3;56;TrafficPattern::Transpose1;0.001;7450 ns;745;3460 ns;346;14900 ns;1490;4;2;8;4480;4480;80;80;80;300 us;30000;37642;0;0;0;0;0;0;0;0;0;0;0.056;1;0;0;
3;64;TrafficPattern::Transpose1;0.001;7948 ns;794;3940 ns;394;15540 ns;1554;4;2;8;5120;5120;80;80;80;300 us;30000;42698;0;0;0;0;0;0;0;0;0;0;0.064;1;0;0;
3;80;TrafficPattern::Transpose1;0.001;8950 ns;895;4900 ns;490;16820 ns;1682;4;2;8;6400;6400;80;80;80;300 us;30000;52232;0;0;0;0;0;0;0;0;0;0;0.08;1;0;0;
3;96;TrafficPattern::Transpose1;0.001;9948 ns;994;5860 ns;586;18100 ns;1810;4;2;8;7680;7680;80;80;80;300 us;30000;62206;0;0;0;0;0;0;0;0;0;0;0.096;1;0;0;
3;112;TrafficPattern::Transpose1;0.001;10948 ns;1094;6820 ns;682;19380 ns;1938;4;2;8;8960;8960;80;80;80;300 us;30000;71560;0;0;0;0;0;0;0;0;0;0;0.112;1;0;0;
3;128;TrafficPattern::Transpose1;0.001;11940 ns;1194;7780 ns;778;20720 ns;2072;4;2;8;10240;9472;80;74;80;300 us;30000;78624;0;0;0;0;0;0;0;0;0;723;0.128;1;0.075;0.00439453;
3;144;TrafficPattern::Transpose1;0.001;12935 ns;1293;8740 ns;874;22 us;2200;4;2;8;11520;10656;80;74;80;300 us;30000;79121;0;0;0;0;0;0;0;0;0;626;0.144;1;0.075;0.0206597;
3;160;TrafficPattern::Transpose1;0.001;13929 ns;1392;9700 ns;970;23280 ns;2328;4;2;8;12800;11840;80;74;80;300 us;30000;80623;0;0;0;0;0;0;0;0;0;585;0.16;1;0.075;0.0292969;
3;176;TrafficPattern::Transpose1;0.001;30619 ns;3061;10660 ns;1066;110920 ns;11092;4;2;8;14080;12672;80;72;80;300 us;30000;78149;0;0;0;0;0;0;0;0;0;1096;0.176;1;0.1;0.0221591;
3;192;TrafficPattern::Transpose1;0.001;31553 ns;3155;11620 ns;1162;111880 ns;11188;4;2;8;15360;13824;80;72;80;300 us;30000;79886;0;0;0;0;0;0;0;0;0;968;0.192;1;0.1;0.0369792;
3;208;TrafficPattern::Transpose1;0.001;32490 ns;3249;12580 ns;1258;112840 ns;11284;4;2;8;16640;14976;80;72;80;300 us;30000;80979;0;0;0;0;0;0;0;0;0;857;0.208;1;0.1;0.0484976;
3;224;TrafficPattern::Transpose1;0.001;35861 ns;3586;13540 ns;1354;123800 ns;12380;4;2;8;17920;15680;80;70;80;300 us;30000;81876;0;0;0;0;0;0;0;0;0;917;0.224;1;0.125;0.0738281;
3;240;TrafficPattern::Transpose1;0.001;36859 ns;3685;14500 ns;1450;124760 ns;12476;4;2;8;19200;16800;80;70;80;300 us;30000;83179;0;0;0;0;0;0;0;0;0;821;0.24;1;0.125;0.0822396;
3;256;TrafficPattern::Transpose1;0.001;45123 ns;4512;16660 ns;1666;144520 ns;14452;4;2;8;20480;17920;80;70;80;300 us;30000;84951;0;0;0;0;0;0;0;0;0;1558;0.256;1;0.125;0.0489258;
4;16;TrafficPattern::Transpose1;0.001;4949 ns;494;1060 ns;106;11700 ns;1170;4;2;8;1280;1280;80;80;80;300 us;30000;13615;0;0;0;0;0;0;0;0;0;0;0.016;1;0;0;
4;20;TrafficPattern::Transpose1;0.001;5198 ns;519;1300 ns;130;12020 ns;1202;4;2;8;1600;1600;80;80;80;300 us;30000;16256;0;0;0;0;0;0;0;0;0;0;0.02;1;0;0;
4;24;TrafficPattern::Transpose1;0.001;5449 ns;544;1540 ns;154;12340 ns;1234;4;2;8;1920;1920;80;80;80;300 us;30000;18442;0;0;0;0;0;0;0;0;0;0;0.024;1;0;0;
4;28;TrafficPattern::Transpose1;0.001;5699 ns;569;1780 ns;178;12660 ns;1266;4;2;8;2240;2240;80;80;80;300 us;30000;20933;0;0;0;0;0;0;0;0;0;0;0.028;1;0;0;
4;32;TrafficPattern::Transpose1;0.001;5949 ns;594;2020 ns;202;12980 ns;1298;4;2;8;2560;2560;80;80;80;300 us;30000;23182;0;0;0;0;0;0;0;0;0;0;0.032;1;0;0;
4;40;TrafficPattern::Transpose1;0.001;6448 ns;644;2500 ns;250;13620 ns;1362;4;2;8;3200;3200;80;80;80;300 us;30000;28001;0;0;0;0;0;0;0;0;0;0;0.04;1;0;0;
4;48;TrafficPattern::Transpose1;0.001;6948 ns;694;2980 ns;298;14260 ns;1426;4;2;8;3840;3840;80;80;80;300 us;30000;33064;0;0;0;0;0;0;0;0;0;0;0.048;1;0;0;
4;56;TrafficPattern::Transpose1;0.001;7449 ns;744;3460 ns;346;14900 ns;1490;4;2;8;4480;4480;80;80;80;300 us;30000;38118;0;0;0;0;0;0;0;0;0;0;0.056;1;0;0;
4;64;TrafficPattern::Transpose1;0.001;7949 ns;794;3940 ns;394;15540 ns;1554;4;2;8;5120;5120;80;80;80;300 us;30000;42729;0;0;0;0;0;0;0;0;0;0;0.064;1;0;0;
4;80;TrafficPattern::Transpose1;0.001;8950 ns;895;4900 ns;490;16820 ns;1682;4;2;8;6400;6400;80;80;80;300 us;30000;52385;0;0;0;0;0;0;0;0;0;0;0.08;1;0;0;
4;96;TrafficPattern::Transpose1;0.001;9948 ns;994;5860 ns;586;18100 ns;1810;4;2;8;7680;7680;80;80;80;300 us;30000;61967;0;0;0;0;0;0;0;0;0;0;0.096;1;0;0;
4;112;TrafficPattern::Transpose1;0.001;10947 ns;1094;6820 ns;682;19380 ns;1938;4;2;8;8960;8960;80;80;80;300 us;30000;72147;0;0;0;0;0;0;0;0;0;0;0.112;1;0;0;
4;128;TrafficPattern::Transpose1;0.001;11940 ns;1194;7780 ns;778;20720 ns;2072;4;2;8;10240;9472;80;74;80;300 us;30000;78832;0;0;0;0;0;0;0;0;0;722;0.128;1;0.075;0.00449219;
4;144;TrafficPattern::Transpose1;0.001;12936 ns;1293;8740 ns;874;22 us;2200;4;2;8;11520;10656;80;74;80;300 us;30000;80584;0;0;0;0;0;0;0;0;0;626;0.144;1;0.075;0.0206597;
4;160;TrafficPattern::Transpose1;0.001;13929 ns;1392;9700 ns;970;23280 ns;2328;4;2;8;12800;11840;80;74;80;300 us;30000;81941;0;0;0;0;0;0;0;0;0;581;0.16;1;0.075;0.0296094;
4;176;TrafficPattern::Transpose1;0.001;31028 ns;3102;10660 ns;1066;110920 ns;11092;4;2;8;14080;12672;80;72;80;300 us;30000;78707;0;0;0;0;0;0;0;0;0;1096;0.176;1;0.1;0.0221591;
4;192;TrafficPattern::Transpose1;0.001;31961 ns;3196;11620 ns;1162;111880 ns;11188;4;2;8;15360;13824;80;72;80;300 us;30000;79803;0;0;0;0;0;0;0;0;0;968;0.192;1;0.1;0.0369792;
4;208;TrafficPattern::Transpose1;0.001;32891 ns;3289;12580 ns;1258;112840 ns;11284;4;2;8;16640;14976;80;72;80;300 us;30000;82293;0;0;0;0;0;0;0;0;0;857;0.208;1;0.1;0.0484976;
4;224;TrafficPattern::Transpose1;0.001;35860 ns;3586;13540 ns;1354;123800 ns;12380;4;2;8;17920;15680;80;70;80;300 us;30000;83196;0;0;0;0;0;0;0;0;0;968;0.224;1;0.125;0.0709821;
4;240;TrafficPattern::Transpose1;0.001;36855 ns;3685;14500 ns;1450;124760 ns;12476;4;2;8;19200;16800;80;70;80;300 us;30000;83658;0;0;0;0;0;0;0;0;0;918;0.24;1;0.125;0.0771875;
4;256;TrafficPattern::Transpose1;0.001;46429 ns;4642;16660 ns;1666;143900 ns;14390;4;2;8;20480;17920;80;70;80;300 us;30000;85647;0;0;0;0;0;0;0;0;0;1599;0.256;1;0.125;0.0469238;
5;16;TrafficPattern::Transpose1;0.001;4949 ns;494;1060 ns;106;11700 ns;1170;4;2;8;1280;1280;80;80;80;300 us;30000;13703;0;0;0;0;0;0;0;0;0;0;0.016;1;0;0;
5;20;TrafficPattern::Transpose1;0.001;5198 ns;519;1300 ns;130;12020 ns;1202;4;2;8;1600;1600;80;80;80;300 us;30000;16228;0;0;0;0;0;0;0;0;0;0;0.02;1;0;0;
5;24;TrafficPattern::Transpose1;0.001;5449 ns;544;1540 ns;154;12340 ns;1234;4;2;8;1920;1920;80;80;80;300 us;30000;18495;0;0;0;0;0;0;0;0;0;0;0.024;1;0;0;
5;28;TrafficPattern::Transpose1;0.001;5698 ns;569;1780 ns;178;12660 ns;1266;4;2;8;2240;2240;80;80;80;300 us;30000;21002;0;0;0;0;0;0;0;0;0;0;0.028;1;0;0;
5;32;TrafficPattern::Transpose1;0.001;5949 ns;594;2020 ns;202;12980 ns;1298;4;2;8;2560;2560;80;80;80;300 us;30000;23362;0;0;0;0;0;0;0;0;0;0;0.032;1;0;0;
5;40;TrafficPattern::Transpose1;0.001;6447 ns;644;2500 ns;250;13620 ns;1362;4;2;8;3200;3200;80;80;80;300 us;30000;28214;0;0;0;0;0;0;0;0;0;0;0.04;1;0;0;
5;48;TrafficPattern::Transpose1;0.001;6950 ns;695;2980 ns;298;14260 ns;1426;4;2;8;3840;3840;80;80;80;300 us;30000;33117;0;0;0;0;0;0;0;0;0;0;0.048;1;0;0;
5;56;TrafficPattern::Transpose1;0.001;7449 ns;744;3460 ns;346;14900 ns;1490;4;2;8;4480;4480;80;80;80;300 us;30000;37865;0;0;0;0;0;0;0;0;0;0;0.056;1;0;0;
5;64;TrafficPattern::Transpose1;0.001;7948 ns;794;3940 ns;394;15540 ns;1554;4;2;8;5120;5120;80;80;80;300 us;30000;42643;0;0;0;0;0;0;0;0;0;0;0.064;1;0;0;
5;80;TrafficPattern::Transpose1;0.001;8949 ns;894;4900 ns;490;16820 ns;1682;4;2;8;6400;6400;80;80;80;300 us;30000;51744;0;0;0;0;0;0;0;0;0;0;0.08;1;0;0;
5;96;TrafficPattern::Transpose1;0.001;9949 ns;994;5860 ns;586;18100 ns;1810;4;2;8;7680;7680;80;80;80;300 us;30000;61816;0;0;0;0;0;0;0;0;0;0;0.096;1;0;0;
5;112;TrafficPattern::Transpose1;0.001;10949 ns;1094;6820 ns;682;19380 ns;1938;4;2;8;8960;8960;80;80;80;300 us;30000;71319;0;0;0;0;0;0;0;0;0;0;0.112;1;0;0;
5;128;TrafficPattern::Transpose1;0.001;11941 ns;1194;7780 ns;778;20720 ns;2072;4;2;8;10240;9472;80;74;80;300 us;30000;78262;0;0;0;0;0;0;0;0;0;722;0.128;1;0.075;0.00449219;
5;144;TrafficPattern::Transpose1;0.001;12935 ns;1293;8740 ns;874;22 us;2200;4;2;8;11520;10656;80;74;80;300 us;30000;79747;0;0;0;0;0;0;0;0;0;627;0.144;1;0.075;0.0205729;
5;160;TrafficPattern::Transpose1;0.001;13929 ns;1392;9700 ns;970;23280 ns;2328;4;2;8;12800;11840;80;74;80;300 us;30000;82376;0;0;0;0;0;0;0;0;0;577;0.16;1;0.075;0.0299219;
5;176;TrafficPattern::Transpose1;0.001;31028 ns;3102;10660 ns;1066;110920 ns;11092;4;2;8;14080;12672;80;72;80;300 us;30000;77372;0;0;0;0;0;0;0;0;0;1097;0.176;1;0.1;0.0220881;
5;192;TrafficPattern::Transpose1;0.001;31960 ns;3196;11620 ns;1162;111880 ns;11188;4;2;8;15360;13824;80;72;80;300 us;30000;79274;0;0;0;0;0;0;0;0;0;969;0.192;1;0.1;0.0369141;
5;208;TrafficPattern::Transpose1;0.001;32896 ns;3289;12580 ns;1258;112840 ns;11284;4;2;8;16640;14976;80;72;80;300 us;30000;82131;0;0;0;0;0;0;0;0;0;855;0.208;1;0.1;0.0486178;
5;224;TrafficPattern::Transpose1;0.001;35860 ns;3586;13540 ns;1354;123800 ns;12380;4;2;8;17920;15680;80;70;80;300 us;30000;82478;0;0;0;0;0;0;0;0;0;964;0.224;1;0.125;0.0712054;
5;240;TrafficPattern::Transpose1;0.001;36857 ns;3685;14500 ns;1450;124760 ns;12476;4;2;8;19200;16800;80;70;80;300 us;30000;84073;0;0;0;0;0;0;0;0;0;917;0.24;1;0.125;0.0772396;
5;256;TrafficPattern::Transpose1;0.001;46227 ns;4622;16660 ns;1666;143280 ns;14328;4;2;8;20480;17920;80;70;80;300 us;30000;85201;0;0;0;0;0;0;0;0;0;1637;0.256;1;0.125;0.0450684;
6;16;TrafficPattern::Transpose1;0.001;4948 ns;494;1060 ns;106;11700 ns;1170;4;2;8;1280;1280;80;80;80;300 us;30000;13680;0;0;0;0;0;0;0;0;0;0;0.016;1;0;0;
6;20;TrafficPattern::Transpose1;0.001;5199 ns;519;1300 ns;130;12020 ns;1202;4;2;8;1600;1600;80;80;80;300 us;30000;15970;0;0;0;0;0;0;0;0;0;0;0.02;1;0;0;
6;24;TrafficPattern::Transpose1;0.001;5449 ns;544;1540 ns;154;12340 ns;1234;4;2;8;1920;1920;80;80;80;300 us;30000;18388;0;0;0;0;0;0;0;0;0;0;0.024;1;0;0;
6;28;TrafficPattern::Transpose1;0.001;5699 ns;569;1780 ns;178;12660 ns;1266;4;2;8;2240;2240;80;80;80;300 us;30000;20868;0;0;0;0;0;0;0;0;0;0;0.028;1;0;0;
6;32;TrafficPattern::Transpose1;0.001;5949 ns;594;2020 ns;202;12980 ns;1298;4;2;8;2560;2560;80;80;80;300 us;30000;23288;0;0;0;0;0;0;0;0;0;0;0.032;1;0;0;
6;40;TrafficPattern::Transpose1;0.001;6449 ns;644;2500 ns;250;13620 ns;1362;4;2;8;3200;3200;80;80;80;300 us;30000;27822;0;0;0;0;0;0;0;0;0;0;0.04;1;0;0;
6;48;TrafficPattern::Transpose1;0.001;6949 ns;694;2980 ns;298;14260 ns;1426;4;2;8;3840;3840;80;80;80;300 us;30000;32996;0;0;0;0;0;0;0;0;0;0;0.048;1;0;0;
6;56;TrafficPattern::Transpose1;0.001;7450 ns;745;3460 ns;346;14900 ns;1490;4;2;8;4480;4480;80;80;80;300 us;30000;37504;0;0;0;0;0;0;0;0;0;0;0.056;1;0;0;
6;64;TrafficPattern::Transpose1;0.001;7949 ns;794;3940 ns;394;15540 ns;1554;4;2;8;5120;5120;80;80;80;300 us;30000;41900;0;0;0;0;0;0;0;0;0;0;0.064;1;0;0;
6;80;TrafficPattern::Transpose1;0.001;8949 ns;894;4900 ns;490;16820 ns;1682;4;2;8;6400;6400;80;80;80;300 us;30000;52666;0;0;0;0;0;0;0;0;0;0;0.08;1;0;0;
6;96;TrafficPattern::Transpose1;0.001;9948 ns;994;5860 ns;586;18100 ns;1810;4;2;8;7680;7680;80;80;80;300 us;30000;62696;0;0;0;0;0;0;0;0;0;0;0.096;1;0;0;
6;112;TrafficPattern::Transpose1;0.001;10949 ns;1094;6820 ns;682;19380 ns;1938;4;2;8;8960;8960;80;80;80;300 us;30000;70759;0;0;0;0;0;0;0;0;0;0;0.112;1;0;0;
6;128;TrafficPattern::Transpose1;0.001;11941 ns;1194;7780 ns;778;20720 ns;2072;4;2;8;10240;9472;80;74;80;300 us;30000;78109;0;0;0;0;0;0;0;0;0;723;0.128;1;0.075;0.00439453;
6;144;TrafficPattern::Transpose1;0.001;12934 ns;1293;8740 ns;874;22 us;2200;4;2;8;11520;10656;80;74;80;300 us;30000;81266;0;0;0;0;0;0;0;0;0;626;0.144;1;0.075;0.0206597;
6;160;TrafficPattern::Transpose1;0.001;13929 ns;1392;9700 ns;970;23280 ns;2328;4;2;8;12800;11840;80;74;80;300 us;30000;83239;0;0;0;0;0;0;0;0;0;576;0.16;1;0.075;0.03;
6;176;TrafficPattern::Transpose1;0.001;31027 ns;3102;10660 ns;1066;110920 ns;11092;4;2;8;14080;12672;80;72;80;300 us;30000;78672;0;0;0;0;0;0;0;0;0;1096;0.176;1;0.1;0.0221591;
6;192;TrafficPattern::Transpose1;0.001;31961 ns;3196;11620 ns;1162;111880 ns;11188;4;2;8;15360;13824;80;72;80;300 us;30000;80547;0;0;0;0;0;0;0;0;0;970;0.192;1;0.1;0.036849;
6;208;TrafficPattern::Transpose1;0.001;32894 ns;3289;12580 ns;1258;112840 ns;11284;4;2;8;16640;14976;80;72;80;300 us;30000;82144;0;0;0;0;0;0;0;0;0;854;0.208;1;0.1;0.0486779;
6;224;TrafficPattern::Transpose1;0.001;35859 ns;3585;13540 ns;1354;123800 ns;12380;4;2;8;17920;15680;80;70;80;300 us;30000;82968;0;0;0;0;0;0;0;0;0;965;0.224;1;0.125;0.0711496;
6;240;TrafficPattern::Transpose1;0.001;36857 ns;3685;14500 ns;1450;124760 ns;12476;4;2;8;19200;16800;80;70;80;300 us;30000;83971;0;0;0;0;0;0;0;0;0;918;0.24;1;0.125;0.0771875;
6;256;TrafficPattern::Transpose1;0.001;46227 ns;4622;16660 ns;1666;143280 ns;14328;4;2;8;20480;17920;80;70;80;300 us;30000;84376;0;0;0;0;0;0;0;0;0;1635;0.256;1;0.125;0.045166;
2;16;TrafficPattern::Transpose2;0.001;4949 ns;494;1060 ns;106;11700 ns;1170;4;2;8;1280;1280;80;80;80;300 us;30000;13588;0;0;0;0;0;0;0;0;0;0;0.016;1;0;0;
2;20;TrafficPattern::Transpose2;0.001;5200 ns;520;1300 ns;130;12020 ns;1202;4;2;8;1600;1600;80;80;80;300 us;30000;15865;0;0;0;0;0;0;0;0;0;0;0.02;1;0;0;
2;24;TrafficPattern::Transpose2;0.001;5449 ns;544;1540 ns;154;12340 ns;1234;4;2;8;1920;1920;80;80;80;300 us;30000;18152;0;0;0;0;0;0;0;0;0;0;0.024;1;0;0;
2;28;TrafficPattern::Transpose2;0.001;5699 ns;569;1780 ns;178;12660 ns;1266;4;2;8;2240;2240;80;80;80;300 us;30000;20743;0;0;0;0;0;0;0;0;0;0;0.028;1;0;0;
2;32;TrafficPattern::Transpose2;0.001;5949 ns;594;2020 ns;202;12980 ns;1298;4;2;8;2560;2560;80;80;80;300 us;30000;22854;0;0;0;0;0;0;0;0;0;0;0.032;1;0;0;
2;40;TrafficPattern::Transpose2;0.001;6449 ns;644;2500 ns;250;13620 ns;1362;4;2;8;3200;3200;80;80;80;300 us;30000;27826;0;0;0;0;0;0;0;0;0;0;0.04;1;0;0;
2;48;TrafficPattern::Transpose2;0.001;6950 ns;695;2980 ns;298;14260 ns;1426;4;2;8;3840;3840;80;80;80;300 us;30000;32564;0;0;0;0;0;0;0;0;0;0;0.048;1;0;0;
2;56;TrafficPattern::Transpose2;0.001;7448 ns;744;3460 ns;346;14900 ns;1490;4;2;8;4480;4480;80;80;80;300 us;30000;37707;0;0;0;0;0;0;0;0;0;0;0.056;1;0;0;
2;64;TrafficPattern::Transpose2;0.001;7949 ns;794;3940 ns;394;15540 ns;1554;4;2;8;5120;5120;80;80;80;300 us;30000;42442;0;0;0;0;0;0;0;0;0;0;0.064;1;0;0;
2;80;TrafficPattern::Transpose2;0.001;8949 ns;894;4900 ns;490;16820 ns;1682;4;2;8;6400;6400;80;80;80;300 us;30000;52161;0;0;0;0;0;0;0;0;0;0;0.08;1;0;0;
2;96;TrafficPattern::Transpose2;0.001;9949 ns;994;5860 ns;586;18100 ns;1810;4;2;8;7680;7680;80;80;80;300 us;30000;61255;0;0;0;0;0;0;0;0;0;0;0.096;1;0;0;
2;112;TrafficPattern::Transpose2;0.001;10949 ns;1094;6820 ns;682;19380 ns;1938;4;2;8;8960;8960;80;80;80;300 us;30000;71278;0;0;0;0;0;0;0;0;0;0;0.112;1;0;0;
2;128;TrafficPattern::Transpose2;0.001;11941 ns;1194;7780 ns;778;20720 ns;2072;4;2;8;10240;9472;80;74;80;300 us;30000;78075;0;0;0;0;0;0;0;0;0;722;0.128;1;0.075;0.00449219;
2;144;TrafficPattern::Transpose2;0.001;12278 ns;1227;8740 ns;874;22 us;2200;4;2;8;11520;9360;80;65;80;300 us;30000;71757;0;0;0;0;0;0;0;0;0;849;0.144;1;0.1875;0.113802;
2;160;TrafficPattern::Transpose2;0.001;13263 ns;1326;9700 ns;970;23280 ns;2328;4;2;8;12800;10400;80;65;80;300 us;30000;80197;0;0;0;0;0;0;0;0;0;891;0.16;1;0.1875;0.117891;
2;176;TrafficPattern::Transpose2;0.001;13351 ns;1335;10660 ns;1066;70840 ns;7084;3;2;6;14080;9328;80;53;80;300 us;30000;74420;0;0;0;0;0;0;0;0;0;1148;0.176;1;0.3375;0.255966;
2;192;TrafficPattern::Transpose2;0.001;33228 ns;3322;11620 ns;1162;111880 ns;11188;4;2;8;15360;12480;80;65;80;300 us;30000;75783;0;0;0;0;0;0;0;0;0;1042;0.192;1;0.1875;0.119661;
2;208;TrafficPattern::Transpose2;0.001;33070 ns;3307;12580 ns;1258;112840 ns;11284;4;2;8;16640;14560;80;70;80;300 us;30000;77222;0;0;0;0;0;0;0;0;0;868;0.208;1;0.125;0.0728365;
2;224;TrafficPattern::Transpose2;0.001;36523 ns;3652;13540 ns;1354;123800 ns;12380;4;2;8;17920;15232;80;68;80;300 us;30000;77988;0;0;0;0;0;0;0;0;0;973;0.224;1;0.15;0.0957031;
2;240;TrafficPattern::Transpose2;0.001;37521 ns;3752;14500 ns;1450;124760 ns;12476;4;2;8;19200;16320;80;68;80;300 us;30000;79247;0;0;0;0;0;0;0;0;0;926;0.24;1;0.15;0.101771;
2;256;TrafficPattern::Transpose2;0.001;47033 ns;4703;16660 ns;1666;145140 ns;14514;4;2;8;20480;16896;80;66;80;300 us;30000;78197;0;0;0;0;0;0;0;0;0;1037;0.256;1;0.175;0.124365;
3;16;TrafficPattern::Transpose2;0.001;4948 ns;494;1060 ns;106;11700 ns;1170;4;2;8;1280;1280;80;80;80;300 us;30000;13634;0;0;0;0;0;0;0;0;0;0;0.016;1;0;0;
3;20;TrafficPattern::Transpose2;0.001;5198 ns;519;1300 ns;130;12020 ns;1202;4;2;8;1600;1600;80;80;80;300 us;30000;16140;0;0;0;0;0;0;0;0;0;0;0.02;1;0;0;
3;24;TrafficPattern::Transpose2;0.001;5449 ns;544;1540 ns;154;12340 ns;1234;4;2;8;1920;1920;80;80;80;300 us;30000;18606;0;0;0;0;0;0;0;0;0;0;0.024;1;0;0;
3;28;TrafficPattern::Transpose2;0.001;5698 ns;569;1780 ns;178;12660 ns;1266;4;2;8;2240;2240;80;80;80;300 us;30000;21082;0;0;0;0;0;0;0;0;0;0;0.028;1;0;0;
3;32;TrafficPattern::Transpose2;0.001;5947 ns;594;2020 ns;202;12980 ns;1298;4;2;8;2560;2560;80;80;80;300 us;30000;23664;0;0;0;0;0;0;0;0;0;0;0.032;1;0;0;
3;40;TrafficPattern::Transpose2;0.001;6449 ns;644;2500 ns;250;13620 ns;1362;4;2;8;3200;3200;80;80;80;300 us;30000;28016;0;0;0;0;0;0;0;0;0;0;0.04;1;0;0;
3;48;TrafficPattern::Transpose2;0.001;6948 ns;694;2980 ns;298;14260 ns;1426;4;2;8;3840;3840;80;80;80;300 us;30000;32956;0;0;0;0;0;0;0;0;0;0;0.048;1;0;0;
3;56;TrafficPattern::Transpose2;0.001;7449 ns;744;3460 ns;346;14900 ns;1490;4;2;8;4480;4480;80;80;80;300 us;30000;37970;0;0;0;0;0;0;0;0;0;0;0.056;1;0;0;
3;64;TrafficPattern::Transpose2;0.001;7948 ns;794;3940 ns;394;15540 ns;1554;4;2;8;5120;5120;80;80;80;300 us;30000;42794;0;0;0;0;0;0;0;0;0;0;0.064;1;0;0;
3;80;TrafficPattern::Transpose2;0.001;8948 ns;894;4900 ns;490;16820 ns;1682;4;2;8;6400;6400;80;80;80;300 us;30000;52250;0;0;0;0;0;0;0;0;0;0;0.08;1;0;0;
